sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A3CIHP9FFPE9I3	I would not buy it	There is no one with celiac or gluten intolerance or lactose intolerance in my family, so I cannot really speak for the value of this product for them.  As for me, I don't think this is worth the money.<br /><br />Here are my test results:<br /><br />My 2 year old grandson loved them.  The 6 year old rejected them handily.<br />I only tasted them lightly for reasons I will list below.<br />They are gluten free and non dairy if you need that.<br />They contain organic ingredients if that is what you are looking for<br /><br />But:<br />They have 8 g of sugars and these sugars are very heavy on the fructose.  Both agave and coconut sugars are 60 to 90% fructose.  Now, I choose not to argue with anybody who wants to defend fructose.  I am fructose intolerant so I dare not to even try eating these because of that.  I have read a lot of scientific literature about fructose and I have my opinions and the corn council has theirs.<br />They have 180 calories per 40 gram serving which is too much for a snack for my purposes.  Yes, eating half would be only 90 calories, but half is barely a bite.<br /><br />Here is the kicker:  they have only 2 g of protein per serving so they would not be a good exchange for a meal.<br /><br />I tend to buy a far cheaper store brand version of Quaker oats granola bars. Ounce for ounce they have about the same amount of sugar and fat, far less saturated fat, and about the same number of calories, except they come in smaller 100 calorie packages so I only eat that one. I find them filling enough to be satisfying. The grandsons love them and everybody is happy.	2	3
		A2X5PQ4WZBM0SZ	My yorkiepoo loves these.	I love that they are healthy for her.  She's tiny so a treat like this is almost a meal for her.  She is learning to be well-behaved thru use of this treat, among others.  Costco did have some recently, but they change their offerings all the time.	0	0
		A1W92PKR9AFLQW	delicious gluten free snack	I just love these - have tried several flavors ..  gives a gluten freer a chance to snack on a crunchy, healthy snack!!	1	0
		A1P3WE9ZTMWJB6	used to love	I used to eat this almost every morning. Now it says new great taste but its horrible not even extra brown sugar helps. Change it back please!!!	12	0
		A3T4BE3PODFSS3	So happy - they are so good!	I was so excited to find these dairy free white chocolate chips on Amazon.  Thanks Amazon!!!  I received the shipment yesterday and this morning for breakfast I made oatmeal, cranberry and white chocolate chip cookies.  They were so good! The white chocolate chips melted into the cookie making each mouthful a wonderful treat. These chips were everything I was hoping for.  I will most definitely be keeping my pantry stocked with these chips.	3	0
		A2RH1DVZ0VESDB	My dog loves them	These treats are great, my dog loves them.  I can't say for sure they do anything for her hips but she really enjoys them.  She recommends them highly:)	0	1
		A2DW8UMJ4BD8DB	Nice tangy tea	After brewing the tea, I chilled it and served it as an iced-tea. Good for a hot summer afternoon.	0	0
		A1ACM1CBGORBN1	Great dog food.	I've tried different foods with my puppies. This is the only brand that they actually seem to enjoy. i've tried science hills diet, purina puppy chow, and Iams. Finally, I decided that I needed to find something that didn't have all sorts of fillers in it. So I decided to try Canidae. Not only do I know that they will eat it right away but it produces a lot less poop. With all the other kinds of food we would see it just sit there for hours and hours. Plus, Purina gave them the stinkiest, biggest, most icky poop. With this, their poop have gotten a lot smaller and they do not need to go as much.<br /><br />I had seen some stuff online though at first stating that it caused their dogs to be sick and I was worried about feeding them it the first time. However, I've had no problems so I think it was just a bad batch not too long ago. They are both doing great and I think this is the best filler-less food for the price.	1	0
		A1YZYHCKDK2K4I	My Pooch loves them	Since my pet does not like having his teeth cleaned, I have been giving him greenies for the past six years.  Each vet check-up confirms that he has no plaque buildup.  He is a picky eater but loves the taste of them as well.	2	0
		AYZN1Z659HKMX	My dog is a pupperoni-addict	One of my most favorite things about my dog is that she loves me.  She'd follow me anywhere.  So when I go to leave for work in the morning, she gives me this look like I'm breaking her heart and all my promises to be a good dog owner...until I give her a pupperoni.  Now, the last thing I do each time I hit the bricks is whip out a 'roni and my dog can't wait to see me go!	1	0
		AZW4SZ9XHXYAL	Love it!	We have a trolley style popcorn maker and used popcorn oil and popcorn bought at the grocery store at first. We had many unpopped kernels and the taste was only okay.<br /><br />Then I ordered a case of Great Northern Popcorn 8-Ounce Portion Packs. This popcorn is great! We love the taste even three days after popping on the occasion when it lasts that long. We just followed the instructions on the package and all is well.<br /><br />I was a little concerned when I first noticed the oil was in a soft, but solid state. It melts quickly though. The only complaint I have is that it is a little difficult to pour it all in at once, but this is due to the layout of my popcorn popper.<br /><br />We have had friends over for football parties and they have requested more popcorn.	1	0
		A13Q7ED2A7HW3X	Dented cans	"The pumpkin is good, but 7 out of the 12 cans arrived dented (and not just little dents).  I read that dents aren't a big deal unless they are at the seams of the cans (which most of these are at the top or the bottom). Would have been a good deal, but I'm definitely disappointed.  Like other reviews said, these dents don't appear to be from them being shipped as cans that were even packaged in the middle were dented, makes you think they are selling the companies ""seconds"" or something."	0	0
		A395S23BFSJGAN	Great distraction! I get so much done!	My dog is always by my side and I could never get anything done. Since we got this toy, my dog plays with it for hours! He still has figured out how to get all the treats out but it helps when you need to get things done. Its still in one piece! I have no problems with this toy at all!	1	0
		A2QDBPPBHENHZF	Did not work for me	"I've tried using a toaster/microwave/confection oven/stove to make these things myself, but I wasn't able to. I even tried barbecuing but was unable to get the chips to ""pop"". I verified my methods with a local grocery store clerk named Mat (his name has one ""T"", which seemed a little strange to me), but to no avail.<br /><br />I contacted customer support asking for instructions but they acted aloof and confused about their own product! I don't know why they couldn't just mail, or at least email me some popping instructions.<br /><br />Luckily I think even raw/unpopped they taste pretty good. People look at them funny at first, but after they try a few they basically devour the whole bag, completely unpopped..."	1	3
		A374BEXA8VCZN2	great tastes good energy.	great tastes good energy if hate drinking water when drink 8 a day do show lets body used tastes and more come and more will come you for get i just got some more thank you so much	0	1
		A37OK6MVZN36D6	Love it!!!	Can't say enough good things about my Keurig.  I like flavored coffee--hubby doesn't.  Problem solved.  Love a good cup of tea on a moments notice--problem solved.  A cup of decafe coffee in the evening--problems solved. Hot chocolate or hot cider for the grandchildren--problem solved.  The Keurig is everything I hoped it would be and more.	0	0
